Index,Start_Ticks,Start_Time,Pitch,Velocity,Duration_Ticks,Duration,Source,Slur_Category,Notes
412,48261,100.54375,A4,36,334,0.6958333333,raw_midi,2,
413,48264,100.55,F#4,38,686,1.429166667,raw_midi,2,
414,48266,100.5541667,D3,39,569,1.185416667,raw_midi,2,
415,48429,100.89375,A3,55,2,0.004166666667,raw_midi,2,
416,48598,101.2458333,A4,70,358,0.7458333333,raw_midi,2,
417,48610,101.2708333,E4,50,359,0.7479166667,raw_midi,2,
418,48618,101.2875,A2,42,332,0.6916666667,raw_midi,2,
419,48618,101.2875,C#3,47,332,0.6916666667,raw_midi,2,
420,48769,101.6020833,A3,57,179,0.3729166667,raw_midi,2,
421,48950,101.9791667,A2,57,313,0.6520833333,raw_midi,2,
422,48953,101.9854167,G4,63,307,0.6395833333,raw_midi,3,
423,48955,101.9895833,C#4,64,304,0.6333333333,raw_midi,3,
424,49135,102.3645833,A3,61,168,0.35,raw_midi_overlapped,3,
425,49299,102.70625,F#4,68,146,0.3041666667,raw_midi_overlapped,1,
426,49300,102.7083333,D4,58,1416,2.95,raw_midi,1,
427,49303,102.7145833,A3,49,2,0.004166666667,raw_midi,1,
428,49445,103.0104167,F#4,42,4,0.008333333333,raw_midi,2,
429,49503,103.13125,A3,62,3,0.00625,raw_midi,2,
430,49666,103.4708333,B4,71,1052,2.191666667,raw_midi,2,
431,49675,103.4895833,F#4,64,1058,2.204166667,raw_midi_overlapped,2,
432,49694,103.5291667,D3,55,1012,2.108333333,raw_midi,2,
433,49855,103.8645833,A3,59,334,0.6958333333,raw_midi,2,
434,50011,104.1895833,E4,68,708,1.475,raw_midi,2,
435,50019,104.20625,A4,81,700,1.458333333,raw_midi,2,
436,50040,104.25,C#3,55,475,0.9895833333,raw_midi,2,
437,50043,104.25625,C#4,57,323,0.6729166667,raw_midi,2,
438,50193,104.56875,A3,55,347,0.7229166667,raw_midi,2,
439,50369,104.9354167,C#4,78,366,0.7625,raw_midi,3,
440,50373,104.94375,G4,79,346,0.7208333333,raw_midi,3,
441,50381,104.9604167,A2,62,339,0.70625,raw_midi,2,
442,50519,105.2479167,C#3,44,199,0.4145833333,raw_midi,2,
443,50546,105.3041667,A3,60,173,0.3604166667,raw_midi,3,
444,50733,105.69375,F#4,80,2,0.004166666667,raw_midi,1,
445,50748,105.725,D3,63,690,1.4375,raw_midi,4,
446,50913,106.06875,D4,75,356,0.7416666667,raw_midi_overlapped,4,
447,51091,106.4395833,B4,83,343,0.7145833333,raw_midi,2,
448,51269,106.8104167,D4,64,4,0.008333333333,raw_midi,4,
449,51448,107.1833333,A4,71,695,1.447916667,raw_midi_overlapped,2,
450,51450,107.1875,C#4,74,671,1.397916667,raw_midi,4,
451,51489,107.26875,E3,50,631,1.314583333,raw_midi,4,
452,51623,107.5479167,E4,64,500,1.041666667,raw_midi,4,
453,51789,107.89375,G#4,71,330,0.6875,raw_midi,3,
454,51791,107.8979167,B3,63,330,0.6875,raw_midi,4,
455,51976,108.2833333,D4,66,145,0.3020833333,raw_midi,4,
456,52143,108.63125,A4,74,3,0.00625,raw_midi,4,
457,52148,108.6416667,A3,64,743,1.547916667,raw_midi_overlapped,1,
458,52370,109.1041667,A4,71,340,0.7083333333,raw_midi_overlapped,2,
459,52530,109.4375,G4,62,335,0.6979166667,raw_midi,2,
460,52534,109.4458333,E4,53,331,0.6895833333,raw_midi,2,
461,52710,109.8125,A4,65,3,0.00625,raw_midi,2,
462,52890,110.1875,F#4,61,769,1.602083333,raw_midi_overlapped,2,
463,52891,110.1895833,A3,43,4,0.008333333333,raw_midi,2,
464,52893,110.19375,D4,60,768,1.6,raw_midi_overlapped,2,
465,53055,110.53125,A4,74,353,0.7354166667,raw_midi_overlapped,2,
466,53248,110.9333333,C#4,71,397,0.8270833333,raw_midi,2,
467,53250,110.9375,E4,67,396,0.825,raw_midi,2,
468,53408,111.2666667,A4,75,1,0.002083333333,raw_midi,3,
469,53623,111.7145833,F#5,82,407,0.8479166667,raw_midi,1,
470,53659,111.7895833,F#4,42,5,0.01041666667,raw_midi,1,
471,53661,111.79375,D4,54,3,0.00625,raw_midi,1,
472,53815,112.1145833,A4,59,348,0.725,raw_midi,2,
473,53991,112.48125,F#4,51,978,2.0375,raw_midi,2,
474,53994,112.4875,B5,90,1129,2.352083333,raw_midi,2,
475,53995,112.4895833,C#4,54,379,0.7895833333,raw_midi,2,
476,54034,112.5708333,D4,41,4,0.008333333333,raw_midi,2,
477,54164,112.8416667,A4,65,241,0.5020833333,raw_midi,2,
478,54368,113.2666667,A5,90,773,1.610416667,raw_midi,2,
479,54376,113.2833333,C#4,66,757,1.577083333,raw_midi,2,
480,54406,113.3458333,E4,48,323,0.6729166667,raw_midi,2,
481,54406,113.3458333,A4,45,124,0.2583333333,raw_midi_overlapped,2,
482,54530,113.6041667,A4,60,1,0.002083333333,raw_midi,2,
483,54716,113.9916667,G5,83,378,0.7875,raw_midi,3,
484,54725,114.0104167,C#5,70,374,0.7791666667,raw_midi,3,
485,54730,114.0208333,E4,67,393,0.81875,raw_midi,2,
486,54738,114.0375,A3,60,361,0.7520833333,raw_midi_overlapped,2,
487,54881,114.3354167,A4,70,2,0.004166666667,raw_midi,3,
488,55065,114.71875,F#5,88,1364,2.841666667,raw_midi,1,
489,55080,114.75,D5,69,374,0.7791666667,raw_midi,2,
490,55095,114.78125,D4,57,335,0.6979166667,raw_midi,1,
491,55096,114.7833333,F#4,60,329,0.6854166667,raw_midi_overlapped,1,
492,55099,114.7895833,A3,42,5,0.01041666667,raw_midi,2,
493,55234,115.0708333,A4,68,330,0.6875,raw_midi,2,
494,55421,115.4604167,B5,95,1017,2.11875,raw_midi,2,
495,55425,115.46875,F#4,51,5,0.01041666667,raw_midi,2,
496,55433,115.4854167,A3,43,696,1.45,raw_midi_overlapped,2,
497,55433,115.4854167,D4,53,1060,2.208333333,raw_midi_overlapped,2,
498,55568,115.7666667,A4,50,371,0.7729166667,raw_midi_overlapped,2,
499,55778,116.2041667,A5,86,688,1.433333333,raw_midi,2,
500,55783,116.2145833,C#4,64,357,0.74375,raw_midi,2,
501,55786,116.2208333,E4,68,340,0.7083333333,raw_midi,2,
502,55939,116.5395833,A4,59,2,0.004166666667,raw_midi,2,
503,56124,116.925,G5,84,317,0.6604166667,raw_midi,3,
504,56126,116.9291667,E4,71,318,0.6625,raw_midi,2,
505,56128,116.9333333,C#5,69,396,0.825,raw_midi,3,
506,56129,116.9354167,A3,62,5,0.01041666667,raw_midi,2,
507,56140,116.9583333,C#4,60,303,0.63125,raw_midi,2,
508,56264,117.2166667,A4,74,1,0.002083333333,raw_midi,3,
509,56475,117.65625,F#4,69,1,0.002083333333,raw_midi,1,
510,56481,117.66875,F#5,82,719,1.497916667,raw_midi,4,
511,56485,117.6770833,A3,49,1,0.002083333333,raw_midi,4,
512,56490,117.6875,D5,69,176,0.3666666667,raw_midi,4,
513,56493,117.69375,D4,46,2,0.004166666667,raw_midi,1,
514,56670,118.0625,D5,57,340,0.7083333333,raw_midi_overlapped,2,
515,56825,118.3854167,D6,91,725,1.510416667,raw_midi_overlapped,4,
516,56849,118.4354167,E4,59,352,0.7333333333,raw_midi,2,
517,56850,118.4375,G4,68,351,0.73125,raw_midi,2,
518,57010,118.7708333,D5,63,4,0.008333333333,raw_midi,2,
519,57193,119.1520833,F#4,63,7,0.01458333333,raw_midi,2,
520,57224,119.2166667,A4,64,626,1.304166667,raw_midi,2,
521,57354,119.4875,D5,65,356,0.7416666667,raw_midi,2,
522,57550,119.8958333,D6,91,1,0.002083333333,raw_midi,4,
523,57556,119.9083333,G4,69,295,0.6145833333,raw_midi,2,
524,57569,119.9354167,B4,70,282,0.5875,raw_midi,2,
525,57714,120.2375,D5,71,346,0.7208333333,raw_midi,2,
526,57901,120.6270833,A4,81,707,1.472916667,raw_midi,2,
527,57901,120.6270833,C5,85,707,1.472916667,raw_midi,2,
528,58064,120.9666667,D5,80,354,0.7375,raw_midi,2,
529,58253,121.3604167,B4,83,327,0.68125,raw_midi,2,
530,58256,121.3666667,D6,99,349,0.7270833333,raw_midi_overlapped,1,
531,58278,121.4125,G#4,72,302,0.6291666667,raw_midi,2,
532,58418,121.7041667,D5,82,165,0.34375,raw_midi,2,
533,58605,122.09375,D6,93,3,0.00625,raw_midi,2,
534,58610,122.1041667,C5,85,630,1.3125,raw_midi,2,
535,58611,122.10625,A4,77,630,1.3125,raw_midi,2,
536,58768,122.4333333,D5,81,373,0.7770833333,raw_midi,2,
537,58978,122.8708333,A#4,75,266,0.5541666667,raw_midi,2,
538,58978,122.8708333,D6,83,3,0.00625,raw_midi,3,
539,58979,122.8729167,F#4,61,266,0.5541666667,raw_midi,2,
540,59150,123.2291667,D5,57,95,0.1979166667,raw_midi,3,
541,59349,123.64375,D5,55,65,0.1354166667,raw_midi,3,
542,59349,123.64375,B5,76,75,0.15625,raw_midi,4,
543,59351,123.6479167,G4,64,40,0.08333333333,raw_midi,4,
544,59353,123.6520833,B4,62,38,0.07916666667,raw_midi,4,
545,59435,123.8229167,C#6,67,76,0.1583333333,raw_midi,4,
546,59516,123.9916667,A#5,68,13,0.02708333333,raw_midi,4,
547,59516,123.9916667,B5,70,53,0.1104166667,raw_midi,4,
548,59613,124.19375,A#5,66,40,0.08333333333,raw_midi,4,
549,59686,124.3458333,B5,77,44,0.09166666667,raw_midi,4,
550,59759,124.4979167,C#6,73,57,0.11875,raw_midi,4,
551,59855,124.6979167,D6,69,73,0.1520833333,raw_midi,4,
552,59948,124.8916667,C#6,69,55,0.1145833333,raw_midi,4,
553,60016,125.0333333,B4,66,53,0.1104166667,raw_midi,4,
554,60023,125.0479167,B5,72,48,0.1,raw_midi,4,
555,60028,125.0583333,D5,50,10,0.02083333333,raw_midi,4,
556,60034,125.0708333,G4,46,81,0.16875,raw_midi,4,
557,60110,125.2291667,C#6,60,120,0.25,raw_midi,4,
558,60179,125.3729167,B5,75,55,0.1145833333,raw_midi,4,
559,60274,125.5708333,A#5,75,64,0.1333333333,raw_midi,4,
560,60356,125.7416667,B5,76,52,0.1083333333,raw_midi,4,
561,60426,125.8875,C#6,72,67,0.1395833333,raw_midi,4,
562,60513,126.06875,D6,74,77,0.1604166667,raw_midi,4,
563,60600,126.25,C#6,69,49,0.1020833333,raw_midi,4,
564,60671,126.3979167,F5,72,58,0.1208333333,raw_midi,4,
565,60675,126.40625,D6,79,75,0.15625,raw_midi,4,
566,60676,126.4083333,G#4,54,57,0.11875,raw_midi,4,
567,60676,126.4083333,D5,68,48,0.1,raw_midi,4,
568,60683,126.4229167,B4,58,43,0.08958333333,raw_midi,4,
569,60750,126.5625,E6,85,109,0.2270833333,raw_midi,4,
570,60843,126.75625,D6,80,62,0.1291666667,raw_midi,4,
571,60926,126.9291667,C#6,74,49,0.1020833333,raw_midi,4,
572,61006,127.0958333,D6,80,65,0.1354166667,raw_midi,4,
573,61089,127.26875,E6,76,157,0.3270833333,raw_midi_overlapped,4,
574,61168,127.4333333,F6,74,63,0.13125,raw_midi,4,
575,61246,127.5958333,E6,82,2,0.004166666667,raw_midi,4,
576,61325,127.7604167,D6,88,60,0.125,raw_midi,4,
577,61328,127.7666667,B4,68,50,0.1041666667,raw_midi,4,
578,61329,127.76875,D5,75,46,0.09583333333,raw_midi,4,
579,61329,127.76875,F5,69,34,0.07083333333,raw_midi,4,
580,61351,127.8145833,G#4,50,79,0.1645833333,raw_midi,4,
581,61415,127.9479167,E6,63,169,0.3520833333,raw_midi,4,
582,61461,128.04375,D6,81,167,0.3479166667,raw_midi_overlapped,4,
583,61541,128.2104167,C#6,86,139,0.2895833333,raw_midi,4,
584,61628,128.3916667,D6,80,3,0.00625,raw_midi,4,
585,61706,128.5541667,E6,84,153,0.31875,raw_midi_overlapped,4,
586,61778,128.7041667,F6,78,78,0.1625,raw_midi,4,
587,61859,128.8729167,E6,90,2,0.004166666667,raw_midi,4,
588,61935,129.03125,A4,73,61,0.1270833333,raw_midi,4,
589,61935,129.03125,D5,81,83,0.1729166667,raw_midi,4,
590,61954,129.0708333,D6,92,129,0.26875,raw_midi,4,
591,62028,129.225,E6,82,115,0.2395833333,raw_midi,4,
592,62085,129.34375,D6,80,161,0.3354166667,raw_midi,4,
593,62171,129.5229167,C#6,86,58,0.1208333333,raw_midi,4,
594,62250,129.6875,D6,98,86,0.1791666667,raw_midi,4,
595,62340,129.875,E6,90,73,0.1520833333,raw_midi,4,
596,62405,130.0104167,F#6,98,86,0.1791666667,raw_midi,4,
597,62501,130.2104167,E6,88,94,0.1958333333,raw_midi,4,
598,62570,130.3541667,D6,88,85,0.1770833333,raw_midi,4,
599,62659,130.5395833,C#6,89,105,0.21875,raw_midi,4,
600,62735,130.6979167,B5,87,86,0.1791666667,raw_midi,4,
601,62815,130.8645833,A5,86,41,0.08541666667,raw_midi,4,
602,62895,131.03125,G5,92,106,0.2208333333,raw_midi,4,
603,62976,131.2,F#5,93,92,0.1916666667,raw_midi,4,
604,63060,131.375,E5,89,73,0.1520833333,raw_midi,4,
605,63146,131.5541667,D5,90,142,0.2958333333,raw_midi_overlapped,4,
606,63273,131.81875,F#5,102,941,1.960416667,raw_midi,1,
607,63288,131.85,D5,74,5,0.01041666667,raw_midi,1,
608,63291,131.85625,A4,72,922,1.920833333,raw_midi,1,
609,63305,131.8854167,A3,67,1648,3.433333333,raw_midi,4,
610,64179,133.70625,E5,71,800,1.666666667,raw_midi_overlapped,3,
611,64183,133.7145833,C#5,64,758,1.579166667,raw_midi,3,
612,64196,133.7416667,G4,51,753,1.56875,raw_midi,3,
613,64904,135.2166667,D4,65,51,0.10625,raw_midi,4,
614,64906,135.2208333,D5,74,104,0.2166666667,raw_midi,4,
615,64909,135.2270833,F#4,55,45,0.09375,raw_midi,4,
616,64979,135.3729167,E5,79,2,0.004166666667,raw_midi,4,
617,65056,135.5333333,F#5,84,58,0.1208333333,raw_midi,4,
618,65141,135.7104167,G5,84,74,0.1541666667,raw_midi,4,
619,65224,135.8833333,A5,82,117,0.24375,raw_midi,4,
620,65308,136.0583333,G5,82,80,0.1666666667,raw_midi,4,
621,65376,136.2,F#5,77,53,0.1104166667,raw_midi,4,
622,65448,136.35,E5,83,50,0.1041666667,raw_midi,4,
623,65534,136.5291667,D5,88,96,0.2,raw_midi,4,
624,65621,136.7104167,C#5,77,67,0.1395833333,raw_midi,4,
625,65690,136.8541667,B4,70,70,0.1458333333,raw_midi,4,
626,65744,136.9666667,A4,81,41,0.08541666667,raw_midi,4,
627,65833,137.1520833,G4,84,77,0.1604166667,raw_midi,4,
628,65909,137.3104167,F#4,81,87,0.18125,raw_midi,4,
629,66005,137.5104167,E4,75,49,0.1020833333,raw_midi,4,
630,66073,137.6520833,D4,79,82,0.1708333333,raw_midi,4,
631,66201,137.91875,F#4,85,1007,2.097916667,raw_midi,1,
632,66206,137.9291667,D4,61,1004,2.091666667,raw_midi,1,
633,66215,137.9479167,A3,61,995,2.072916667,raw_midi,1,
634,66236,137.9916667,A2,50,1943,4.047916667,raw_midi,4,
635,67116,139.825,E4,64,1030,2.145833333,raw_midi,3,
636,67120,139.8333333,C#4,58,1026,2.1375,raw_midi,3,
637,67140,139.875,G3,43,1005,2.09375,raw_midi,3,
638,68129,141.9354167,D4,58,411,0.85625,raw_midi_overlapped,1,
639,68143,141.9645833,F#3,37,1116,2.325,raw_midi,4,
640,68149,141.9770833,D3,33,1107,2.30625,raw_midi,4,
641,68348,142.3916667,A3,48,367,0.7645833333,raw_midi_overlapped,2,
642,68516,142.7416667,F#4,66,743,1.547916667,raw_midi,2,
643,68540,142.7916667,D4,41,4,0.008333333333,raw_midi,2,
644,68715,143.15625,A3,49,1,0.002083333333,raw_midi,2,
645,68881,143.5020833,G4,68,378,0.7875,raw_midi,2,
646,68884,143.5083333,E4,54,376,0.7833333333,raw_midi,2,
647,69039,143.83125,A3,68,4,0.008333333333,raw_midi,2,
648,69235,144.2395833,G#4,75,360,0.75,raw_midi,2,
649,69268,144.3083333,F4,54,332,0.6916666667,raw_midi,2,
650,69414,144.6125,A3,50,4,0.008333333333,raw_midi,3,
651,69604,145.0083333,A4,63,1449,3.01875,raw_midi,1,
652,69606,145.0125,F#4,56,1463,3.047916667,raw_midi,1,
653,69793,145.4020833,A3,47,328,0.6833333333,raw_midi,4,
654,69941,145.7104167,D2,51,1110,2.3125,raw_midi,1,
655,70123,146.0895833,A3,45,363,0.75625,raw_midi,4,
656,70276,146.4083333,F#2,52,777,1.61875,raw_midi,2,
657,70488,146.85,A3,42,377,0.7854166667,raw_midi_overlapped,4,
658,70630,147.1458333,A2,61,423,0.88125,raw_midi,3,
659,70865,147.6354167,A3,37,1,0.002083333333,raw_midi,4,
660,71031,147.98125,D3,61,1238,2.579166667,raw_midi,4,
661,71206,148.3458333,A3,54,388,0.8083333333,raw_midi_overlapped,4,
662,71399,148.7479167,F#4,69,799,1.664583333,raw_midi_overlapped,2,
663,71419,148.7895833,D4,67,1359,2.83125,raw_midi,4,
664,71594,149.1541667,A3,55,2,0.004166666667,raw_midi,4,
665,71793,149.56875,B4,84,381,0.79375,raw_midi,2,
666,71804,149.5916667,G4,71,365,0.7604166667,raw_midi,4,
667,71978,149.9541667,A3,54,2,0.004166666667,raw_midi,4,
668,72159,150.33125,A4,80,781,1.627083333,raw_midi,3,
669,72198,150.4125,F#4,55,3,0.00625,raw_midi,4,
670,72344,150.7166667,A3,57,361,0.7520833333,raw_midi_overlapped,4,
671,72523,151.0895833,G4,73,1800,3.75,raw_midi,1,
672,72554,151.1541667,E4,50,1802,3.754166667,raw_midi_overlapped,1,
673,72705,151.46875,A3,57,5,0.01041666667,raw_midi,4,
674,72884,151.8416667,D3,60,364,0.7583333333,raw_midi,1,
675,73050,152.1875,A3,55,359,0.7479166667,raw_midi,4,
676,73243,152.5895833,C#3,64,311,0.6479166667,raw_midi,2,
677,73413,152.94375,A3,50,401,0.8354166667,raw_midi,4,
678,73611,153.35625,B2,63,677,1.410416667,raw_midi,3,
679,73818,153.7875,A3,50,338,0.7041666667,raw_midi_overlapped,4,
680,73971,154.10625,C#3,57,735,1.53125,raw_midi,1,
681,74156,154.4916667,A3,63,4,0.008333333333,raw_midi,4,
682,74325,154.84375,G4,73,359,0.7479166667,raw_midi,2,
683,74349,154.89375,C#4,41,12,0.025,raw_midi,4,
684,74356,154.9083333,E4,53,5,0.01041666667,raw_midi,4,
685,74508,155.225,A3,67,350,0.7291666667,raw_midi_overlapped,4,
686,74691,155.60625,A4,66,727,1.514583333,raw_midi,2,
687,74715,155.65625,F#4,54,346,0.7208333333,raw_midi,4,
688,74729,155.6854167,A2,57,686,1.429166667,raw_midi,2,
689,74858,155.9541667,A3,66,2,0.004166666667,raw_midi,4,
690,75039,156.33125,G4,66,392,0.8166666667,raw_midi,3,
691,75068,156.3916667,E4,54,1078,2.245833333,raw_midi,4,
692,75215,156.6979167,A3,65,334,0.6958333333,raw_midi_overlapped,4,
693,75393,157.06875,F#4,58,907,1.889583333,raw_midi,1,
694,75433,157.1520833,D4,43,973,2.027083333,raw_midi,1,
695,75549,157.39375,A3,62,2,0.004166666667,raw_midi,4,
696,75723,157.75625,A#2,55,302,0.6291666667,raw_midi,2,
697,75911,158.1479167,A#3,46,92,0.1916666667,raw_midi,4,
698,76068,158.475,B2,65,330,0.6875,raw_midi,2,
699,76240,158.8333333,B3,62,163,0.3395833333,raw_midi,4,
700,76420,159.2083333,F#2,60,348,0.725,raw_midi,2,
701,76570,159.5208333,F#3,69,85,0.1770833333,raw_midi,4,
702,76768,159.9333333,G2,67,383,0.7979166667,raw_midi,2,
703,76930,160.2708333,G3,62,570,1.1875,raw_midi,4,
704,77115,160.65625,E4,78,361,0.7520833333,raw_midi,2,
705,77145,160.71875,D4,53,351,0.73125,raw_midi_overlapped,4,
706,77183,160.7979167,G#2,55,641,1.335416667,raw_midi,3,
707,77324,161.0916667,G#3,63,504,1.05,raw_midi,4,
708,77485,161.4270833,E4,76,339,0.70625,raw_midi,2,
709,77496,161.45,D4,63,4,0.008333333333,raw_midi,4,
710,77511,161.48125,A2,59,748,1.558333333,raw_midi,1,
711,77679,161.83125,A3,67,154,0.3208333333,raw_midi,4,
712,77863,162.2145833,G4,68,377,0.7854166667,raw_midi,3,
713,77865,162.21875,C#4,73,371,0.7729166667,raw_midi,4,
714,78044,162.5916667,A3,54,191,0.3979166667,raw_midi,4,
715,78214,162.9458333,F#4,58,1101,2.29375,raw_midi,1,
716,78241,163.0020833,D4,60,542,1.129166667,raw_midi,1,
717,78378,163.2875,A3,60,98,0.2041666667,raw_midi,4,
718,78544,163.6333333,A#2,65,386,0.8041666667,raw_midi,2,
719,78714,163.9875,A#3,75,64,0.1333333333,raw_midi,4,
720,78898,164.3708333,B2,66,355,0.7395833333,raw_midi,2,
721,79073,164.7354167,B3,62,222,0.4625,raw_midi,4,
722,79254,165.1125,F#2,66,241,0.5020833333,raw_midi,2,
723,79426,165.4708333,F#3,53,68,0.1416666667,raw_midi,4,
724,79596,165.825,G2,65,675,1.40625,raw_midi,2,
725,79758,166.1625,G3,54,495,1.03125,raw_midi,4,
726,79933,166.5270833,E4,81,371,0.7729166667,raw_midi,2,
727,79990,166.6458333,G#2,55,300,0.625,raw_midi,3,
728,80156,166.9916667,G#3,68,135,0.28125,raw_midi,4,
729,80308,167.3083333,E4,75,346,0.7208333333,raw_midi,2,
730,80326,167.3458333,D4,63,325,0.6770833333,raw_midi,4,
731,80345,167.3854167,A2,55,995,2.072916667,raw_midi,1,
732,80500,167.7083333,A3,69,158,0.3291666667,raw_midi,4,
733,80696,168.1166667,G4,77,617,1.285416667,raw_midi,3,
734,80699,168.1229167,C#4,78,616,1.283333333,raw_midi,4,
735,80881,168.5020833,A3,62,349,0.7270833333,raw_midi_overlapped,4,
736,81046,168.8458333,F#4,68,269,0.5604166667,raw_midi,1,
737,81075,168.90625,D4,68,1158,2.4125,raw_midi,1,
738,81230,169.2291667,A3,73,5,0.01041666667,raw_midi,4,
739,81400,169.5833333,A#2,80,391,0.8145833333,raw_midi,2,
740,81575,169.9479167,A#3,78,111,0.23125,raw_midi,4,
741,81750,170.3125,B2,85,341,0.7104166667,raw_midi,2,
742,81751,170.3145833,B3,71,165,0.34375,raw_midi,4,
743,81920,170.6666667,B3,73,141,0.29375,raw_midi,4,
744,82105,171.0520833,C3,70,484,1.008333333,raw_midi,2,
745,82273,171.4020833,C4,63,527,1.097916667,raw_midi,4,
746,82456,171.7833333,B2,67,339,0.70625,raw_midi,2,
747,82458,171.7875,B3,60,160,0.3333333333,raw_midi,4,
748,82618,172.1208333,B3,61,178,0.3708333333,raw_midi,4,
749,82824,172.55,G4,69,326,0.6791666667,raw_midi,2,
750,82826,172.5541667,E4,54,324,0.675,raw_midi,4,
751,82855,172.6145833,G2,47,645,1.34375,raw_midi,2,
752,83005,172.9270833,B3,51,149,0.3104166667,raw_midi,4,
753,83191,173.3145833,F#4,64,363,0.75625,raw_midi,2,
754,83214,173.3625,A2,57,795,1.65625,raw_midi,2,
755,83218,173.3708333,D4,47,336,0.7,raw_midi,4,
756,83401,173.7520833,A3,59,320,0.6666666667,raw_midi,4,
757,83579,174.1229167,E4,64,397,0.8270833333,raw_midi,3,
758,83589,174.14375,C#4,66,387,0.80625,raw_midi,4,
759,83609,174.1854167,A1,42,544,1.133333333,raw_midi,3,
760,83779,174.5395833,G3,57,199,0.4145833333,raw_midi,4,
761,84014,175.0291667,F#3,64,379,0.7895833333,raw_midi,4,
762,84014,175.0291667,D4,66,1005,2.09375,raw_midi,1,
763,84234,175.4875,A3,67,339,0.70625,raw_midi,4,
764,84393,175.81875,F#3,48,363,0.75625,raw_midi,4,
765,84575,176.1979167,A3,64,325,0.6770833333,raw_midi,4,
766,84758,176.5791667,F#3,54,260,0.5416666667,raw_midi,4,
767,84906,176.8875,A3,59,117,0.24375,raw_midi,4,
768,85090,177.2708333,D3,62,66,0.1375,raw_midi,4,
769,85093,177.2770833,G3,58,62,0.1291666667,raw_midi,4,
770,85095,177.28125,E4,66,194,0.4041666667,raw_midi,3,
771,85273,177.6520833,C#4,68,142,0.2958333333,raw_midi,4,
772,85454,178.0291667,F#4,66,1036,2.158333333,raw_midi,1,
773,85465,178.0520833,A3,61,365,0.7604166667,raw_midi_overlapped,4,
774,85476,178.075,D3,53,1025,2.135416667,raw_midi_overlapped,4,
775,85668,178.475,D4,57,336,0.7,raw_midi,4,
776,85830,178.8125,A3,52,3,0.00625,raw_midi,4,
777,86004,179.175,D4,51,330,0.6875,raw_midi,4,
778,86171,179.5229167,A3,49,320,0.6666666667,raw_midi,4,
779,86336,179.8666667,D4,48,154,0.3208333333,raw_midi,4,
780,86499,180.20625,E4,67,217,0.4520833333,raw_midi,3,
781,86501,180.2104167,D3,50,4,0.008333333333,raw_midi,4,
782,86513,180.2354167,G3,46,207,0.43125,raw_midi,4,
783,86690,180.6041667,C#4,64,135,0.28125,raw_midi,4,
784,86866,180.9708333,D3,44,1115,2.322916667,raw_midi_overlapped,4,
785,86881,181.0020833,F#3,51,372,0.775,raw_midi_overlapped,4,
786,86883,181.00625,D4,51,1461,3.04375,raw_midi_overlapped,4,
787,87079,181.4145833,A3,48,339,0.70625,raw_midi,4,
788,87253,181.7770833,F#3,50,2,0.004166666667,raw_midi,4,
789,87421,182.1270833,A3,54,338,0.7041666667,raw_midi,4,
790,87611,182.5229167,F#3,47,2,0.004166666667,raw_midi,4,
791,87768,182.85,A3,43,206,0.4291666667,raw_midi,4,
792,87968,183.2666667,E4,69,271,0.5645833333,raw_midi,1,
793,87971,183.2729167,C#5,80,415,0.8645833333,raw_midi,1,
794,87978,183.2875,A3,48,418,0.8708333333,raw_midi,4,
795,87981,183.29375,D3,50,7,0.01458333333,raw_midi,4,
796,87985,183.3020833,G3,49,253,0.5270833333,raw_midi,4,
797,88338,184.0375,D5,71,62,0.1291666667,raw_midi,3,
798,88339,184.0395833,F#3,54,62,0.1291666667,raw_midi,4,
799,88340,184.0416667,D3,44,114,0.2375,raw_midi,4,
800,88344,184.05,D4,52,5,0.01041666667,raw_midi,3,
801,88493,184.3604167,A3,44,211,0.4395833333,raw_midi,4,
802,88698,184.7875,C#5,84,751,1.564583333,raw_midi,1,
803,88704,184.8,E4,58,754,1.570833333,raw_midi_overlapped,1,
804,88716,184.825,G3,48,753,1.56875,raw_midi_overlapped,4,
805,88721,184.8354167,D3,47,757,1.577083333,raw_midi_overlapped,4,
806,88878,185.1625,A3,46,366,0.7625,raw_midi,4,
807,89066,185.5541667,D5,81,444,0.925,raw_midi,3,
808,89073,185.56875,F#3,57,787,1.639583333,raw_midi,4,
809,89073,185.56875,D4,61,783,1.63125,raw_midi,3,
810,89245,185.9270833,A3,56,216,0.45,raw_midi,4,
811,89453,186.3604167,C#5,85,143,0.2979166667,raw_midi_overlapped,4,
812,89458,186.3708333,E4,58,3,0.00625,raw_midi,4,
813,89463,186.38125,A3,50,133,0.2770833333,raw_midi_overlapped,4,
814,89469,186.39375,G3,39,2,0.004166666667,raw_midi,4,
815,89478,186.4125,D3,46,3,0.00625,raw_midi,4,
816,89510,186.4791667,D5,76,341,0.7104166667,raw_midi,4,
817,89596,186.6583333,A3,61,3,0.00625,raw_midi,4,
818,89596,186.6583333,C#5,83,3,0.00625,raw_midi,4,
819,89708,186.8916667,B4,74,340,0.7083333333,raw_midi,4,
820,89816,187.1166667,C#5,90,2,0.004166666667,raw_midi,4,
821,89859,187.20625,A3,52,290,0.6041666667,raw_midi_overlapped,4,
822,90133,187.7770833,E5,69,2007,4.18125,raw_midi,1,
823,90149,187.8104167,A3,41,4,0.008333333333,raw_midi,4,
824,90149,187.8104167,C#4,56,120,0.25,raw_midi,1,
